frames,label_1,label_2
0,frame0.jpeg,0.03346066188150388,0.03149205029088487
1,frame1.jpeg,0.0333200469759477,0.031317198160861655
2,frame2.jpeg,0.033263815577887434,0.03120279874728594
3,frame3.jpeg,0.033280001563590775,0.031227254888471268
4,frame4.jpeg,0.03333414362855208,0.030962993782751372
5,frame5.jpeg,0.033415283072945154,0.030961418980697403
6,frame6.jpeg,0.033446532979683176,0.030977679035568556
7,frame7.jpeg,0.03328151290750939,0.03089276518450868
8,frame8.jpeg,0.03323636234017846,0.03106456737090537
9,frame9.jpeg,0.03322040813271375,0.0310553805054419
10,frame10.jpeg,0.033258463456334215,0.030943016745624413
11,frame11.jpeg,0.03334006416855047,0.031099913344235612
12,frame12.jpeg,0.03351000734367061,0.031326728324434394
13,frame13.jpeg,0.0335955561922029,0.031216563961170285
14,frame14.jpeg,0.03353248109431951,0.03139174108007027
15,frame15.jpeg,0.03349510945408514,0.03149285423263894
16,frame16.jpeg,0.03346535819963867,0.03164247457580933
17,frame17.jpeg,0.03336065518914436,0.03174940090969493
18,frame18.jpeg,0.03341814493081969,0.0317172767371053
19,frame19.jpeg,0.033427500116386434,0.031783545547702186
20,frame20.jpeg,0.03339462068795642,0.031789312955937885
21,frame21.jpeg,0.03341293969924534,0.03184308821207093
22,frame22.jpeg,0.03344187785732149,0.03189623283998023
23,frame23.jpeg,0.03347430995791216,0.031920854180376934
24,frame24.jpeg,0.03367300424565377,0.0318958914144061
25,frame25.jpeg,0.03369139295686185,0.03180968572215808
26,frame26.jpeg,0.03373923373301268,0.03185738252116248
27,frame27.jpeg,0.033870126644173854,0.032044827450012026
28,frame28.jpeg,0.033922005022208594,0.032077815277420776
29,frame29.jpeg,0.03390562574926677,0.03200528283677571
30,frame30.jpeg,0.03382698135391996,0.0320217944355342
31,frame31.jpeg,0.033728369284121915,0.031842124272592004
32,frame32.jpeg,0.033514413210799,0.031709637625965986
33,frame33.jpeg,0.033308160538988614,0.03180044205646198
34,frame34.jpeg,0.033020071631653075,0.031873656516017465
35,frame35.jpeg,0.032983606298427164,0.03196145323895735
36,frame36.jpeg,0.03302339954271837,0.03190703154208158
37,frame37.jpeg,0.03306524695805976,0.031739727393154143
38,frame38.jpeg,0.033050336792966144,0.031540950505806846
39,frame39.jpeg,0.03310343107048608,0.03158253326951491
40,frame40.jpeg,0.03318811564002085,0.0315320230904902
41,frame41.jpeg,0.03323169327783296,0.03163473850896157
42,frame42.jpeg,0.03322694265617907,0.03182117476554825
43,frame43.jpeg,0.033240995200177904,0.03174798839401989
44,frame44.jpeg,0.03337525056027476,0.03172623099209232
45,frame45.jpeg,0.03329920503564485,0.03182262057073691
46,frame46.jpeg,0.03326133530106284,0.03184152339687105
47,frame47.jpeg,0.033184914021047875,0.031789020840455824
48,frame48.jpeg,0.03303834403762292,0.03178833341199945
49,frame49.jpeg,0.03290894062413705,0.03167926219313903
50,frame50.jpeg,0.03281608576766116,0.031687935567854826
51,frame51.jpeg,0.03275640661628654,0.031794530671079846
52,frame52.jpeg,0.032784613445360225,0.03159357456894681
53,frame53.jpeg,0.03280411444244233,0.031625470084189714
54,frame54.jpeg,0.03277452963556399,0.03171246411373229
55,frame55.jpeg,0.03277620597063452,0.03170469288483577
56,frame56.jpeg,0.032862178220168244,0.03187146710631817
57,frame57.jpeg,0.032910950062403306,0.03192234097327925
58,frame58.jpeg,0.032905460413546916,0.03213526236690677
59,frame59.jpeg,0.03297144834387258,0.03221872000980497
60,frame60.jpeg,0.033213608749555645,0.032294265567552105
61,frame61.jpeg,0.033323927284879734,0.032235685802364994
62,frame62.jpeg,0.033223784105514347,0.03238959029787959
63,frame63.jpeg,0.03317164419673818,0.03235656751648153
64,frame64.jpeg,0.033167467195015954,0.032280148109001705
65,frame65.jpeg,0.033224246205575354,0.03227546718726697
66,frame66.jpeg,0.033133473192057845,0.03217226844666964
67,frame67.jpeg,0.033041172814043285,0.03213953611627797
68,frame68.jpeg,0.033199485049221426,0.032132703235546775
69,frame69.jpeg,0.03319777771329134,0.032300355051832146
70,frame70.jpeg,0.03321999118155558,0.03238110625727255
71,frame71.jpeg,0.03321646852683557,0.03249674674552813
72,frame72.jpeg,0.03339510879544996,0.032557172414245814
73,frame73.jpeg,0.0334820649581708,0.032678765067537724
74,frame74.jpeg,0.03357086015846,0.032815566243189126
75,frame75.jpeg,0.03372175798671579,0.0329953331537803
76,frame76.jpeg,0.03382818456177809,0.033055685793627464
77,frame77.jpeg,0.033918423278601895,0.033143744463427695
78,frame78.jpeg,0.03380690049512239,0.033331824805868576
79,frame79.jpeg,0.03392412161109682,0.033383402537983387
80,frame80.jpeg,0.03378252216817515,0.03341138840791037
81,frame81.jpeg,0.03371059767727268,0.033486919401495306
82,frame82.jpeg,0.0336290127775754,0.03349030536114999
83,frame83.jpeg,0.033661926743875796,0.033593022444097044
84,frame84.jpeg,0.03355873403700281,0.03369960111062471
85,frame85.jpeg,0.03343214941308322,0.03359314499111908
86,frame86.jpeg,0.03335282133435033,0.033642789642789515
87,frame87.jpeg,0.03327034053061759,0.03364174289564544
88,frame88.jpeg,0.03329967441778697,0.033628886901602005
89,frame89.jpeg,0.03314442398562458,0.03368814702122385
90,frame90.jpeg,0.03309549006507005,0.03364164510769917
91,frame91.jpeg,0.033142235408163134,0.033399301817750617
92,frame92.jpeg,0.03328806969333695,0.033480112320137166
93,frame93.jpeg,0.03342622242324157,0.03341773505368317
94,frame94.jpeg,0.03356190964854327,0.033350712651721584
95,frame95.jpeg,0.033673022762945724,0.03343983138447134
96,frame96.jpeg,0.03375492869839003,0.03338653632957235
97,frame97.jpeg,0.033964883372175084,0.03325063189019424
98,frame98.jpeg,0.03418788732724208,0.03299396162581891
99,frame99.jpeg,0.0343336918599131,0.032717739181734276
100,frame100.jpeg,0.03449291851641865,0.03278981368350753
101,frame101.jpeg,0.034506382044085765,0.03276116597643776
102,frame102.jpeg,0.03449675804569649,0.03267062619757509
103,frame103.jpeg,0.03435725355347919,0.03259124693621499
104,frame104.jpeg,0.034425446497963655,0.03258664944632378
105,frame105.jpeg,0.034370005933911464,0.032380526811676
106,frame106.jpeg,0.034360160768316036,0.03250672652559429
107,frame107.jpeg,0.03436294252329841,0.032603758383792404
108,frame108.jpeg,0.034340946893288954,0.03269204363034475
109,frame109.jpeg,0.0343196124762439,0.03282573827019647
110,frame110.jpeg,0.0343835826459249,0.03275914467878228
111,frame111.jpeg,0.03438996819881675,0.03295598661315006
112,frame112.jpeg,0.034320522736382114,0.03289461947537514
113,frame113.jpeg,0.03434740963624052,0.03293667869524699
114,frame114.jpeg,0.034167035608144596,0.0329092762240463
115,frame115.jpeg,0.034110942777684804,0.03292197138812703
116,frame116.jpeg,0.03400494646958613,0.032943865069000995
117,frame117.jpeg,0.033899574964046324,0.03293610965262344
118,frame118.jpeg,0.03363569502325744,0.032955536996656654
119,frame119.jpeg,0.03350228688128236,0.03292983145841304
120,frame120.jpeg,0.033351294385972195,0.03303777145798856
121,frame121.jpeg,0.033336365287467695,0.03304625737113074
122,frame122.jpeg,0.03352499012151582,0.033213385501754886
123,frame123.jpeg,0.03345918507545565,0.03314709838192551
124,frame124.jpeg,0.0335730333395214,0.03312853344435467
125,frame125.jpeg,0.033678079023946594,0.03307926829313957
126,frame126.jpeg,0.03379206543949388,0.033026948412930364
127,frame127.jpeg,0.033853202047386934,0.03288531568049507
128,frame128.jpeg,0.03397498257837137,0.03279086396766242
129,frame129.jpeg,0.03408111932660566,0.0327494930084848
130,frame130.jpeg,0.03402728622994269,0.03260107212810224
131,frame131.jpeg,0.033976564870565905,0.03254607119368938
132,frame132.jpeg,0.03381067115671891,0.0324744517179555
133,frame133.jpeg,0.03380836960297059,0.03253610119241786
134,frame134.jpeg,0.03378192150051366,0.03261114532686601
135,frame135.jpeg,0.03366786205609585,0.032749555426322845
136,frame136.jpeg,0.033547302418023645,0.032526754329229524
137,frame137.jpeg,0.03345747773952556,0.0327671634984364
138,frame138.jpeg,0.033418385239496175,0.03284428260988075
139,frame139.jpeg,0.03346415083059135,0.03279699090264529
140,frame140.jpeg,0.03356769869496283,0.03289182149175489
141,frame141.jpeg,0.033733566609436764,0.0328282684812915
142,frame142.jpeg,0.033784842655334345,0.03249455691970992
143,frame143.jpeg,0.033841037642989076,0.03246878209766608
144,frame144.jpeg,0.03382627790488515,0.03220276871517269
145,frame145.jpeg,0.0337361694332834,0.032109907408853534
146,frame146.jpeg,0.03384784680494181,0.0320445967120707
147,frame147.jpeg,0.03390025386206483,0.03192518264938615
148,frame148.jpeg,0.033898013893916716,0.031907693171164896
149,frame149.jpeg,0.03377294581540225,0.031841668622374246
150,frame150.jpeg,0.03383317153897872,0.03171479209103205
151,frame151.jpeg,0.03367346031199044,0.03166810666906351
152,frame152.jpeg,0.03360797921450974,0.031783895087595264
153,frame153.jpeg,0.03360022879155923,0.031830968124338097
154,frame154.jpeg,0.03362021539942135,0.0319235978604781
155,frame155.jpeg,0.03371245918526276,0.03190474434443602
156,frame156.jpeg,0.03369790521796493,0.03200016665465032
157,frame157.jpeg,0.03366846979777899,0.032001267497254036
158,frame158.jpeg,0.03380225910468508,0.03198506278619928
159,frame159.jpeg,0.033921169247357115,0.03198109696482913
160,frame160.jpeg,0.033883240423888426,0.03191343228331402
161,frame161.jpeg,0.033926411305455914,0.03183522793372546
162,frame162.jpeg,0.03393311622961911,0.0319319081714359
163,frame163.jpeg,0.03401252295482794,0.031877343537710996
164,frame164.jpeg,0.0339727455230557,0.03180736107380968
165,frame165.jpeg,0.034098940243546955,0.03181170972458654
166,frame166.jpeg,0.034056521496927956,0.03188651604707172
167,frame167.jpeg,0.0341843634241653,0.031903249229155294
168,frame168.jpeg,0.034137246694935834,0.03191574319973804
169,frame169.jpeg,0.03417272873915302,0.03207117048244157
170,frame170.jpeg,0.034204354193216636,0.03209117456729835
171,frame171.jpeg,0.034276736622990925,0.03225637377866732
172,frame172.jpeg,0.03445038429679926,0.03248739613726951
173,frame173.jpeg,0.034457179518768165,0.032376022740482395
174,frame174.jpeg,0.03459558961822501,0.032448535415478756
175,frame175.jpeg,0.0346885170874525,0.0324359913025661
176,frame176.jpeg,0.03482716354245609,0.03236303150778986
177,frame177.jpeg,0.03478802006785897,0.032305871748418355
178,frame178.jpeg,0.03483186735073144,0.032206009033205266
179,frame179.jpeg,0.0346923599456817,0.032121516710611676
180,frame180.jpeg,0.03461861951181092,0.032321368433130174
181,frame181.jpeg,0.034602466607561756,0.0322720618780825
182,frame182.jpeg,0.03442621236483651,0.03209995800546857
183,frame183.jpeg,0.034397220735479093,0.03213586677963854
184,frame184.jpeg,0.03413671239824215,0.032090469661847316
185,frame185.jpeg,0.033797584632793615,0.03215485595044864
186,frame186.jpeg,0.03362211186140073,0.03213914454837394
187,frame187.jpeg,0.03349681470942063,0.032162489860101465
188,frame188.jpeg,0.03344546168152279,0.03232901836336142
189,frame189.jpeg,0.033374438296142284,0.032242383860566
190,frame190.jpeg,0.033385497904806674,0.03204863368977623
191,frame191.jpeg,0.033438973971436005,0.03203607834165273
192,frame192.jpeg,0.03342057402501708,0.032010028048883636
193,frame193.jpeg,0.03331521209021244,0.031962110290732544
194,frame194.jpeg,0.03345427632861203,0.03202433671407793
195,frame195.jpeg,0.03359943358830249,0.032184252671575
196,frame196.jpeg,0.03364838873092195,0.032202896255621775
197,frame197.jpeg,0.03373051833028593,0.03217946127026692
198,frame198.jpeg,0.033751792618147,0.03187707326847224
199,frame199.jpeg,0.033902306368639334,0.031824215970677444
200,frame200.jpeg,0.03389631113529475,0.031907130578384624
201,frame201.jpeg,0.03373168991310611,0.03175385941586675
202,frame202.jpeg,0.03374722196792615,0.0316798614043843
203,frame203.jpeg,0.0337822414959634,0.03183635457570224
204,frame204.jpeg,0.0337183903362936,0.0316051100095966
205,frame205.jpeg,0.03367542439329437,0.03155590457144656
206,frame206.jpeg,0.033588745157715025,0.03158342771713415
207,frame207.jpeg,0.0336353902161483,0.031510240513367954
208,frame208.jpeg,0.033474350737566355,0.03162859180832999
209,frame209.jpeg,0.03335553401359193,0.03164162902216323
210,frame210.jpeg,0.03333724662734095,0.03159148128271812
211,frame211.jpeg,0.03340727319984782,0.03167763849711192
212,frame212.jpeg,0.0334617329716048,0.03166105054053155
213,frame213.jpeg,0.033466849985968036,0.031462463195352466
214,frame214.jpeg,0.033545294228114156,0.03165822821395445
215,frame215.jpeg,0.03366013223103189,0.03156402866918752
216,frame216.jpeg,0.03374717473842869,0.03150535943843254
217,frame217.jpeg,0.033611235969239664,0.03161048231291745
218,frame218.jpeg,0.03371796443857865,0.03160224856784098
219,frame219.jpeg,0.033752350009440775,0.031687847142584255
220,frame220.jpeg,0.03362254233642381,0.031517256902543006
221,frame221.jpeg,0.03366010788807506,0.03152020052778538
222,frame222.jpeg,0.03351972288822236,0.031564624135362505
